dataset,trial,obs_fraction,noise_fraction,candidate,candidate_family,accepted_by_noharm,chosen_safe_output,radius,baseline_radius,certificate_ratio,hidden_rel_error,baseline_hidden_rel_error,hidden_error_ratio,data_residual,pde_residual,physics_necessary,physics_rejected,unsafe_if_selected,notes
burgers,4,0.03,0.0,underfit_oversmooth,underfit,False,physics_filtered_s1.3,1406606078.2467952,1553408447.2969425,0.9054966069576901,0.165861699326828,0.16145471449923487,1.0272954855498302,0.05597791299068199,0.9346170113366462,False,False,False,oversmoothed challenge candidate; shown for diagnosis but not eligible for safe replacement
burgers,4,0.03,0.0,physics_filtered_s0.4,physics_informed,False,physics_filtered_s1.3,1485438758.1344194,1553408447.2969425,0.9562448052340672,0.1604657997288796,0.16145471449923487,0.9938749712300667,0.00046280168731726256,2.9212569536948485,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
burgers,4,0.03,0.0,physics_filtered_s0.8,physics_informed,True,physics_filtered_s1.3,1289392841.8387032,1553408447.2969425,0.8300410906625054,0.1576100270545863,0.16145471449923487,0.9761872085460658,0.00424539312031868,1.8127143129953933,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
burgers,4,0.03,0.0,physics_filtered_s1.3,physics_informed,True,physics_filtered_s1.3,1244483009.0361772,1553408447.2969425,0.8011305791478598,0.1573685563228812,0.16145471449923487,0.9746916143638051,0.009068865127246539,1.4022936951243192,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
burgers,4,0.03,0.0,physics_filtered_s2,physics_informed,False,physics_filtered_s1.3,1277766820.062366,1553408447.2969425,0.8225568891979341,0.15947198365539922,0.16145471449923487,0.987719585327855,0.01983274091665671,1.1536087024909816,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
burgers,5,0.03,0.0,data_only_lowrank,data_only,True,physics_filtered_s1.3,1887323316.0441105,1906685930.724317,0.989844885112856,0.14728977313222824,0.1471923565237828,1.0006618319710714,0.0,2.5730927393385796,False,False,False,data-driven candidate without PDE residual selection
burgers,5,0.03,0.0,risky_sensor_overfit,risky,False,physics_filtered_s1.3,5990449289.595139,1906685930.724317,3.141812289619964,0.24259275961277232,0.1471923565237828,1.6481342193331008,0.0,8.638938900051512,False,False,False,fits observed points but injects high-frequency nonphysical structure
burgers,5,0.03,0.0,underfit_oversmooth,underfit,False,physics_filtered_s1.3,1767536872.5013332,1906685930.724317,0.9270204620589383,0.15168842155544277,0.1471923565237828,1.0305455061445596,0.05477059466372363,0.7826084775420183,False,False,False,oversmoothed challenge candidate; shown for diagnosis but not eligible for safe replacement
burgers,5,0.03,0.0,physics_filtered_s0.4,physics_informed,False,physics_filtered_s1.3,1861092524.6678119,1906685930.724317,0.9760876160452996,0.1468698436940926,0.1471923565237828,0.9978089023213925,0.0004689631474970606,2.3828457675332295,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
burgers,5,0.03,0.0,physics_filtered_s0.8,physics_informed,True,physics_filtered_s1.3,1750093402.619221,1906685930.724317,0.917871881476773,0.14573191112780542,0.1471923565237828,0.9900779807358306,0.004387370241576722,1.49772358971132,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
burgers,5,0.03,0.0,physics_filtered_s1.3,physics_informed,True,physics_filtered_s1.3,1694542663.907212,1906685930.724317,0.8887371730190953,0.1458468224758074,0.1471923565237828,0.9908586690182595,0.009473737717799366,1.1661888720068974,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
burgers,5,0.03,0.0,physics_filtered_s2,physics_informed,False,physics_filtered_s1.3,1686943382.2996259,1906685930.724317,0.8847515760809045,0.14713106829644493,0.1471923565237828,0.9995836181321851,0.020074258468308653,0.9759954113246523,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
burgers,1,0.03,0.01,data_only_lowrank,data_only,True,physics_filtered_s1.3,1410686588.9402418,1434470741.2724073,0.9834195625969558,0.14524594849412892,0.14532943096500375,0.9994255638976913,0.0,2.210460768410719,False,False,False,data-driven candidate without PDE residual selection
burgers,1,0.03,0.01,risky_sensor_overfit,risky,False,physics_filtered_s1.3,6309409362.445526,1434470741.2724073,4.398423182092191,0.24335034693699767,0.14532943096500375,1.6744739542393412,0.0,8.52380322136576,False,False,False,fits observed points but injects high-frequency nonphysical structure
burgers,1,0.03,0.01,underfit_oversmooth,underfit,False,physics_filtered_s1.3,1399609593.628251,1434470741.2724073,0.9756975540586951,0.153411665299381,0.14532943096500375,1.055613197407123,0.057767003947544006,0.7351887626596506,False,False,False,oversmoothed challenge candidate; shown for diagnosis but not eligible for safe replacement
burgers,1,0.03,0.01,physics_filtered_s0.4,physics_informed,False,physics_filtered_s1.3,1400668023.079595,1434470741.2724073,0.97643540769411,0.14456799420498934,0.14532943096500375,0.9947606155480473,0.0006198197833415733,2.0572802788502584,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
burgers,1,0.03,0.01,physics_filtered_s0.8,physics_informed,True,physics_filtered_s1.3,1351071811.9066992,1434470741.2724073,0.9418608362191261,0.1419752556881482,0.14532943096500375,0.9769201925889314,0.005207042120572665,1.3648594173710755,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
burgers,1,0.03,0.01,physics_filtered_s1.3,physics_informed,True,physics_filtered_s1.3,1296958303.5767252,1434470741.2724073,0.9041371610175154,0.14201156813827068,0.14532943096500375,0.9771700556062233,0.010537519824443687,1.0991500713834956,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
burgers,1,0.03,0.01,physics_filtered_s2,physics_informed,False,physics_filtered_s1.3,1295501141.8400304,1434470741.2724073,0.9031213426429961,0.14493560196515162,0.14532943096500375,0.997290094661251,0.0217359410437089,0.9197766558443697,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
burgers,2,0.03,0.01,data_only_lowrank,data_only,True,physics_filtered_s0.8,1440453753.6024141,1473070448.8502102,0.977858020793741,0.1267078977470151,0.12690283940346678,0.9984638510976862,0.0,1.4166213332895277,False,False,False,data-driven candidate without PDE residual selection
burgers,2,0.03,0.01,risky_sensor_overfit,risky,False,physics_filtered_s0.8,6031794482.172554,1473070448.8502102,4.09470876758176,0.23142882190661435,0.12690283940346678,1.8236693756630666,0.0,8.541506682387745,False,False,False,fits observed points but injects high-frequency nonphysical structure
burgers,2,0.03,0.01,underfit_oversmooth,underfit,False,physics_filtered_s0.8,1713542094.040143,1473070448.8502102,1.1632451763441662,0.13664805990954465,0.12690283940346678,1.0767927695771862,0.05265058366024715,0.6747059765960239,False,False,False,oversmoothed challenge candidate; shown for diagnosis but not eligible for safe replacement
burgers,2,0.03,0.01,physics_filtered_s0.4,physics_informed,False,physics_filtered_s0.8,1423798049.1223338,1473070448.8502102,0.9665512265443004,0.1264303077278815,0.12690283940346678,0.9962764294415886,0.0004185212649909369,1.3439282249153328,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
burgers,2,0.03,0.01,physics_filtered_s0.8,physics_informed,True,physics_filtered_s0.8,1395423848.0400298,1473070448.8502102,0.9472892821447971,0.12540796975265653,0.12690283940346678,0.9882203608774601,0.003865728082697402,1.0341984079202988,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
burgers,2,0.03,0.01,physics_filtered_s1.3,physics_informed,True,physics_filtered_s0.8,1422495353.3643246,1473070448.8502102,0.9656668861116849,0.12580453664199281,0.12690283940346678,0.9913453255448963,0.008544787937900367,0.9002051854809213,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
burgers,2,0.03,0.01,physics_filtered_s2,physics_informed,False,physics_filtered_s0.8,1514632625.6031055,1473070448.8502102,1.0282146565259904,0.1287147085066784,0.12690283940346678,1.0142776088440133,0.01867872632393146,0.795902039206801,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
burgers,3,0.03,0.01,data_only_lowrank,data_only,True,physics_filtered_s1.3,3111836109.068324,3130257564.2804666,0.994115035317748,0.11912631126317404,0.11940197775250047,0.9976912736663748,0.0,1.6821935658690967,False,False,False,data-driven candidate without PDE residual selection
burgers,3,0.03,0.01,risky_sensor_overfit,risky,False,physics_filtered_s1.3,6811530737.921064,3130257564.2804666,2.1760288404531942,0.23202810496067033,0.11940197775250047,1.9432517729285939,0.0,8.580685293191307,False,False,False,fits observed points but injects high-frequency nonphysical structure
burgers,3,0.03,0.01,underfit_oversmooth,underfit,False,physics_filtered_s1.3,3045035810.0193834,3130257564.2804666,0.9727748428009397,0.12942482036878086,0.11940197775250047,1.0839420150642065,0.06456293673787208,0.656887094682598,False,False,False,oversmoothed challenge candidate; shown for diagnosis but not eligible for safe replacement
burgers,3,0.03,0.01,physics_filtered_s0.4,physics_informed,False,physics_filtered_s1.3,3093976364.1166334,3130257564.2804666,0.988409516016241,0.11867300768311541,0.11940197775250047,0.9938948241553419,0.0004944173192867233,1.588000193096052,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
burgers,3,0.03,0.01,physics_filtered_s0.8,physics_informed,True,physics_filtered_s1.3,3016237165.4182053,3130257564.2804666,0.9635747549456141,0.11677925270991552,0.11940197775250047,0.9780344924520475,0.0045477702199737,1.1743576498640103,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
burgers,3,0.03,0.01,physics_filtered_s1.3,physics_informed,True,physics_filtered_s1.3,2992323614.4813504,3130257564.2804666,0.9559352714699622,0.11643565133309718,0.11940197775250047,0.9751568066441316,0.010305587142977487,0.973301719396276,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
burgers,3,0.03,0.01,physics_filtered_s2,physics_informed,False,physics_filtered_s1.3,2997681756.0202436,3130257564.2804666,0.9576469969203006,0.11939827666917112,0.11940197775250047,0.9999690031572425,0.023151027126261093,0.8108374011171563,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
burgers,4,0.03,0.01,data_only_lowrank,data_only,True,physics_filtered_s1.3,1893994248.364232,1921614707.3093624,0.985626432374779,0.15148577463435553,0.15137378093213288,1.0007398487408603,0.0,1.950958580670845,False,False,False,data-driven candidate without PDE residual selection
burgers,4,0.03,0.01,risky_sensor_overfit,risky,False,physics_filtered_s1.3,6694711756.361844,1921614707.3093624,3.483899103653174,0.24573880820308763,0.15137378093213288,1.6233908322052093,0.0,8.492882107654527,False,False,False,fits observed points but injects high-frequency nonphysical structure
burgers,4,0.03,0.01,underfit_oversmooth,underfit,False,physics_filtered_s1.3,1576175021.2778497,1921614707.3093624,0.8202346783059357,0.14820410213144758,0.15137378093213288,0.9790605824724331,0.05830584767150298,0.7639040058354623,False,False,False,oversmoothed challenge candidate; shown for diagnosis but not eligible for safe replacement
burgers,4,0.03,0.01,physics_filtered_s0.4,physics_informed,False,physics_filtered_s1.3,1828357588.720488,1921614707.3093624,0.9514693979838171,0.15097427444149406,0.15137378093213288,0.9973607946556127,0.0004230794547718757,1.8496349671236132,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
burgers,4,0.03,0.01,physics_filtered_s0.8,physics_informed,True,physics_filtered_s1.3,1504827390.9947906,1921614707.3093624,0.7831056794428078,0.14842839381988893,0.15137378093213288,0.9805422901173021,0.003991405974365063,1.3829304018966668,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
burgers,4,0.03,0.01,physics_filtered_s1.3,physics_informed,True,physics_filtered_s1.3,1405470133.3619065,1921614707.3093624,0.7314005913963056,0.14641082261260976,0.15137378093213288,0.9672138841354868,0.00923703804215782,1.1488181457476223,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
burgers,4,0.03,0.01,physics_filtered_s2,physics_informed,False,physics_filtered_s1.3,1432363704.8182259,1921614707.3093624,0.7453958899095938,0.14528442517491819,0.15137378093213288,0.9597727180976963,0.02071666055656863,0.9570750610673624,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
burgers,5,0.03,0.01,data_only_lowrank,data_only,True,physics_filtered_s0.8,1589391194.7792025,1608148823.952326,0.9883358872675582,0.14389030456630816,0.14401183822528596,0.9991560856282743,0.0,3.149148827380614,False,False,False,data-driven candidate without PDE residual selection
burgers,5,0.03,0.01,risky_sensor_overfit,risky,False,physics_filtered_s0.8,6641763091.111486,1608148823.952326,4.130067436661809,0.2448052898796629,0.14401183822528596,1.6998969869060352,0.0,8.841551434025929,False,False,False,fits observed points but injects high-frequency nonphysical structure
burgers,5,0.03,0.01,underfit_oversmooth,underfit,False,physics_filtered_s0.8,1675314843.6976664,1608148823.952326,1.0417660472370134,0.1442196359187278,0.14401183822528596,1.0014429209084557,0.05661478476394564,0.8564460526911922,False,False,False,oversmoothed challenge candidate; shown for diagnosis but not eligible for safe replacement
burgers,5,0.03,0.01,physics_filtered_s0.4,physics_informed,False,physics_filtered_s0.8,1586849242.782846,1608148823.952326,0.9867552176438917,0.1426734875705345,0.14401183822528596,0.9907066622283612,0.00045363702605191486,2.905557237577042,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
burgers,5,0.03,0.01,physics_filtered_s0.8,physics_informed,True,physics_filtered_s0.8,1579787239.6289747,1608148823.952326,0.9823638310702815,0.13772767239869263,0.14401183822528596,0.9563635468792571,0.004217726849287244,1.7602526036522483,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
burgers,5,0.03,0.01,physics_filtered_s1.3,physics_informed,True,physics_filtered_s0.8,1580131313.188959,1608148823.952326,0.9825777873626715,0.1362885937184275,0.14401183822528596,0.9463707664384998,0.009261980571379395,1.3332125218879216,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
burgers,5,0.03,0.01,physics_filtered_s2,physics_informed,False,physics_filtered_s0.8,1600881283.0525942,1608148823.952326,0.9954808032742452,0.13724734286462306,0.14401183822528596,0.9530281993134908,0.02031555374282774,1.0777312648456987,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
burgers,1,0.03,0.03,data_only_lowrank,data_only,True,physics_filtered_s1.3,1486492192.3329518,1533292100.286618,0.9694775001156545,0.11365020113513029,0.11396506480134498,0.9972371913466571,0.0,2.505544092393241,False,False,False,data-driven candidate without PDE residual selection
burgers,1,0.03,0.03,risky_sensor_overfit,risky,False,physics_filtered_s1.3,6384462995.651587,1533292100.286618,4.1638921862691,0.22489465575357154,0.11396506480134498,1.9733648740832728,0.0,8.721404039780591,False,False,False,fits observed points but injects high-frequency nonphysical structure
burgers,1,0.03,0.03,underfit_oversmooth,underfit,False,physics_filtered_s1.3,1348809538.15751,1533292100.286618,0.8796820500838538,0.1263271908145664,0.11396506480134498,1.1084729432976819,0.0676547381156459,0.7282236145021536,False,False,False,oversmoothed challenge candidate; shown for diagnosis but not eligible for safe replacement
burgers,1,0.03,0.03,physics_filtered_s0.4,physics_informed,False,physics_filtered_s1.3,1449585818.5544167,1533292100.286618,0.9454074786424882,0.11316116294992963,0.11396506480134498,0.992946067693555,0.0005766471796140107,2.325534472520006,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
burgers,1,0.03,0.03,physics_filtered_s0.8,physics_informed,True,physics_filtered_s1.3,1287586651.1175187,1533292100.286618,0.8397530065385652,0.11166630858903186,0.11396506480134498,0.9798292905172302,0.005371451532243233,1.4785076507891497,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
burgers,1,0.03,0.03,physics_filtered_s1.3,physics_informed,True,physics_filtered_s1.3,1249910054.820275,1533292100.286618,0.8151806525231752,0.11237169031321007,0.11396506480134498,0.9860187462544036,0.011919778516650539,1.1311334202191456,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
burgers,1,0.03,0.03,physics_filtered_s2,physics_informed,False,physics_filtered_s1.3,1267311545.0146492,1533292100.286618,0.8265297556660931,0.11611367188154319,0.11396506480134498,1.018853208067969,0.025549375003085198,0.9175426432279401,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
burgers,2,0.03,0.03,data_only_lowrank,data_only,True,physics_filtered_s0.8,1530137287.5993342,1575098988.3033333,0.9714546825070144,0.14573470436706532,0.14558312596834055,1.0010411810896043,0.0,2.0669953561251817,False,False,False,data-driven candidate without PDE residual selection
burgers,2,0.03,0.03,risky_sensor_overfit,risky,False,physics_filtered_s0.8,5323120162.475251,1575098988.3033333,3.3795464297829403,0.24500320273953552,0.14558312596834055,1.6829093420561156,0.0,8.657604300037827,False,False,False,fits observed points but injects high-frequency nonphysical structure
burgers,2,0.03,0.03,underfit_oversmooth,underfit,False,physics_filtered_s0.8,1670888812.542034,1575098988.3033333,1.0608151138119157,0.15067050765700304,0.14558312596834055,1.0349448581611984,0.054926695954360776,0.7811343252738806,False,False,False,oversmoothed challenge candidate; shown for diagnosis but not eligible for safe replacement
burgers,2,0.03,0.03,physics_filtered_s0.4,physics_informed,False,physics_filtered_s0.8,1523739400.1059358,1575098988.3033333,0.9673927870065353,0.14523476461682858,0.14558312596834055,0.9976071309762551,0.0004870425851644611,1.9454810901369224,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
burgers,2,0.03,0.03,physics_filtered_s0.8,physics_informed,True,physics_filtered_s0.8,1506013800.889863,1575098988.3033333,0.9561391455860895,0.1431695703340126,0.14558312596834055,0.9834214602876692,0.004468156015295726,1.3771029887990112,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
burgers,2,0.03,0.03,physics_filtered_s1.3,physics_informed,True,physics_filtered_s0.8,1517852481.9208233,1575098988.3033333,0.963655296074963,0.14253726256624663,0.14558312596834055,0.9790781838017726,0.009449288967425631,1.124479261064416,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
burgers,2,0.03,0.03,physics_filtered_s2,physics_informed,False,physics_filtered_s0.8,1555981480.808908,1575098988.3033333,0.9878626628317384,0.14398103265657636,0.14558312596834055,0.9889953364986709,0.020015822724698325,0.9502127021196637,False,False,False,physics-filtered candidate selected by residual-calibrated certificate
burgers,3,0.03,0.03,data_only_lowrank,data_only,True,physics_filtered_s1.3,3146694579.8949447,3198224177.5644035,0.9838880594953475,0.12973528644418073,0.12969969725031882,1.0002743968846197,0.0,2.3557154332877057,True,False,False,data-driven candidate without PDE residual selection
burgers,3,0.03,0.03,risky_sensor_overfit,risky,False,physics_filtered_s1.3,6132144547.684657,3198224177.5644035,1.917359199114857,0.23417010067094585,0.12969969725031882,1.8054791617377097,0.0,8.672302973791055,True,False,False,fits observed points but injects high-frequency nonphysical structure
burgers,3,0.03,0.03,underfit_oversmooth,underfit,False,physics_filtered_s1.3,3171788356.673069,3198224177.5644035,0.9917342189216184,0.13315624499394196,0.12969969725031882,1.0266503917578573,0.06233865496043728,0.749980824239668,True,False,False,oversmoothed challenge candidate; shown for diagnosis but not eligible for safe replacement
burgers,3,0.03,0.03,physics_filtered_s0.4,physics_informed,False,physics_filtered_s1.3,3145055181.1233835,3198224177.5644035,0.9833754629165768,0.1286375829543756,0.12969969725031882,0.9918109731984558,0.00047696600306737253,2.1984855216448826,True,False,False,physics-filtered candidate selected by residual-calibrated certificate
burgers,3,0.03,0.03,physics_filtered_s0.8,physics_informed,True,physics_filtered_s1.3,3142335313.9172764,3198224177.5644035,0.9825250324729615,0.12406467346908909,0.12969969725031882,0.9565533004189611,0.004475552157381531,1.4752838572170053,True,False,False,physics-filtered candidate selected by residual-calibrated certificate
burgers,3,0.03,0.03,physics_filtered_s1.3,physics_informed,True,physics_filtered_s1.3,3140520898.212965,3198224177.5644035,0.9819577127343893,0.12275089219581475,0.12969969725031882,0.946423891475711,0.010062924268946545,1.1657303528365872,True,False,False,physics-filtered candidate selected by residual-calibrated certificate
burgers,3,0.03,0.03,physics_filtered_s2,physics_informed,False,physics_filtered_s1.3,3138395206.422421,3198224177.5644035,0.9812930652073473,0.12477168179189932,0.12969969725031882,0.9620044181763161,0.022389937099151724,0.9528780078676546,True,False,False,physics-filtered candidate selected by residual-calibrated certificate
burgers,4,0.03,0.03,data_only_lowrank,data_only,True,physics_filtered_s1.3,1731922889.3459177,1808409027.817583,0.9577052882975429,0.15423175220736196,0.15405059858476478,1.0011759358500403,0.0,4.464290884300053,True,False,False,data-driven candidate without PDE residual selection
burgers,4,0.03,0.03,risky_sensor_overfit,risky,False,physics_filtered_s1.3,6540177850.718104,1808409027.817583,3.6165368288450184,0.25026416061628504,0.15405059858476478,1.6245581835695053,0.0,9.515865700883133,True,False,False,fits observed points but injects high-frequency nonphysical structure
burgers,4,0.03,0.03,underfit_oversmooth,underfit,False,physics_filtered_s1.3,1468940789.332307,1808409027.817583,0.8122834860568288,0.1461547101577718,0.15405059858476478,0.9487448377320189,0.07663721553881889,0.9730762505248401,True,False,False,oversmoothed challenge candidate; shown for diagnosis but not eligible for safe replacement
burgers,4,0.03,0.03,physics_filtered_s0.4,physics_informed,False,physics_filtered_s1.3,1678657999.2216623,1808409027.817583,0.9282512824255769,0.15163585322836928,0.15405059858476478,0.9843249855595262,0.000758190623573999,4.092808250340871,True,False,False,physics-filtered candidate selected by residual-calibrated certificate
burgers,4,0.03,0.03,physics_filtered_s0.8,physics_informed,True,physics_filtered_s1.3,1425726860.1371233,1808409027.817583,0.7883873826142713,0.14054127235514965,0.15405059858476478,0.9123059153639441,0.007020316058729913,2.291543157898669,True,False,False,physics-filtered candidate selected by residual-calibrated certificate
